Metric,Item,Region,Partner Region,Unit,Frequency,Start Date,End Date,Value
Texture,Clay content at 15 cm deep,"Queens, Nova Scotia",,mass percent,point in time,12/31/16,12/31/16,11.0346539
Texture,Clay content at 15 cm deep,"Richmond, Nova Scotia",,mass percent,point in time,12/31/16,12/31/16,13.88442728
Texture,Clay content at 15 cm deep,"Shelburne, Nova Scotia",,mass percent,point in time,12/31/16,12/31/16,9.895409722
Texture,Clay content at 15 cm deep,"Victoria, Nova Scotia",,mass percent,point in time,12/31/16,12/31/16,12.84901117
Texture,Clay content at 15 cm deep,"Yarmouth, Nova Scotia",,mass percent,point in time,12/31/16,12/31/16,11.57259396
Texture,Clay content at 15 cm deep,"Baffin, Nunavut",,mass percent,point in time,12/31/16,12/31/16,18.74916445
Texture,Clay content at 15 cm deep,"Keewatin, Nunavut",,mass percent,point in time,12/31/16,12/31/16,16.57486641
Texture,Clay content at 15 cm deep,"Kitikmeot, Nunavut",,mass percent,point in time,12/31/16,12/31/16,18.62772582
Texture,Clay content at 15 cm deep,"Algoma, Ontario",,mass percent,point in time,12/31/16,12/31/16,12.05104776
Texture,Clay content at 15 cm deep,"Brant, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.11442933
Texture,Clay content at 15 cm deep,"Bruce, Ontario",,mass percent,point in time,12/31/16,12/31/16,18.82246909
Texture,Clay content at 15 cm deep,"Chatham-Kent, Ontario",,mass percent,point in time,12/31/16,12/31/16,25.05217584
Texture,Clay content at 15 cm deep,"Cochrane, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.38590143
Texture,Clay content at 15 cm deep,"Dufferin, Ontario",,mass percent,point in time,12/31/16,12/31/16,17.84541202
Texture,Clay content at 15 cm deep,"Durham, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.40726456
Texture,Clay content at 15 cm deep,"Elgin, Ontario",,mass percent,point in time,12/31/16,12/31/16,20.22998819
Texture,Clay content at 15 cm deep,"Essex, Ontario",,mass percent,point in time,12/31/16,12/31/16,26.17190311
Texture,Clay content at 15 cm deep,"Frontenac, Ontario",,mass percent,point in time,12/31/16,12/31/16,16.68749826
Texture,Clay content at 15 cm deep,"Greater Sudbury, Ontario",,mass percent,point in time,12/31/16,12/31/16,14.75066163
Texture,Clay content at 15 cm deep,"Grey, Ontario",,mass percent,point in time,12/31/16,12/31/16,17.39488657
Texture,Clay content at 15 cm deep,"Haldimand-Norfolk, Ontario",,mass percent,point in time,12/31/16,12/31/16,20.80643699
Texture,Clay content at 15 cm deep,"Haliburton, Ontario",,mass percent,point in time,12/31/16,12/31/16,8.763112899
Texture,Clay content at 15 cm deep,"Halton, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.17833259
Texture,Clay content at 15 cm deep,"Hamilton, Ontario",,mass percent,point in time,12/31/16,12/31/16,21.01699029
Texture,Clay content at 15 cm deep,"Hastings, Ontario",,mass percent,point in time,12/31/16,12/31/16,14.09527586
Texture,Clay content at 15 cm deep,"Huron, Ontario",,mass percent,point in time,12/31/16,12/31/16,21.20995816
Texture,Clay content at 15 cm deep,"Kawartha Lakes, Ontario",,mass percent,point in time,12/31/16,12/31/16,18.77114581
Texture,Clay content at 15 cm deep,"Kenora, Ontario",,mass percent,point in time,12/31/16,12/31/16,21.41606812
Texture,Clay content at 15 cm deep,"Lambton, Ontario",,mass percent,point in time,12/31/16,12/31/16,22.50052968
Texture,Clay content at 15 cm deep,"Lanark, Ontario",,mass percent,point in time,12/31/16,12/31/16,16.31641098
Texture,Clay content at 15 cm deep,"Leeds and Grenville, Ontario",,mass percent,point in time,12/31/16,12/31/16,22.11902232
Texture,Clay content at 15 cm deep,"Lennox and Addington, Ontario",,mass percent,point in time,12/31/16,12/31/16,17.11073025
Texture,Clay content at 15 cm deep,"Manitoulin, Ontario",,mass percent,point in time,12/31/16,12/31/16,14.98023064
Texture,Clay content at 15 cm deep,"Middlesex, Ontario",,mass percent,point in time,12/31/16,12/31/16,20.89637272
Texture,Clay content at 15 cm deep,"Muskoka, Ontario",,mass percent,point in time,12/31/16,12/31/16,10.69770915
Texture,Clay content at 15 cm deep,"Niagara, Ontario",,mass percent,point in time,12/31/16,12/31/16,23.30838094
Texture,Clay content at 15 cm deep,"Nipissing, Ontario",,mass percent,point in time,12/31/16,12/31/16,11.41773977
Texture,Clay content at 15 cm deep,"Northumberland, Ontario",,mass percent,point in time,12/31/16,12/31/16,21.06972404
Texture,Clay content at 15 cm deep,"Ottawa, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.82249944
Texture,Clay content at 15 cm deep,"Oxford, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.0602852
Texture,Clay content at 15 cm deep,"Parry Sound, Ontario",,mass percent,point in time,12/31/16,12/31/16,12.05500405
Texture,Clay content at 15 cm deep,"Peel, Ontario",,mass percent,point in time,12/31/16,12/31/16,20.63700577
Texture,Clay content at 15 cm deep,"Perth, Ontario",,mass percent,point in time,12/31/16,12/31/16,22.85237353
Texture,Clay content at 15 cm deep,"Peterborough, Ontario",,mass percent,point in time,12/31/16,12/31/16,15.23878074
Texture,Clay content at 15 cm deep,"Prescott and Russell, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.83456341
Texture,Clay content at 15 cm deep,"Prince Edward, Ontario",,mass percent,point in time,12/31/16,12/31/16,26.10177724
Texture,Clay content at 15 cm deep,"Rainy River, Ontario",,mass percent,point in time,12/31/16,12/31/16,16.50423816
Texture,Clay content at 15 cm deep,"Renfrew, Ontario",,mass percent,point in time,12/31/16,12/31/16,13.50097916
Texture,Clay content at 15 cm deep,"Simcoe, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.34003868
Texture,Clay content at 15 cm deep,"Stormont, Dundas and Glengarry, Ontario",,mass percent,point in time,12/31/16,12/31/16,20.9271083
Texture,Clay content at 15 cm deep,"Sudbury, Ontario",,mass percent,point in time,12/31/16,12/31/16,12.69719412
Texture,Clay content at 15 cm deep,"Thunder Bay, Ontario",,mass percent,point in time,12/31/16,12/31/16,14.92859959
Texture,Clay content at 15 cm deep,"Timiskaming, Ontario",,mass percent,point in time,12/31/16,12/31/16,17.64779738
Texture,Clay content at 15 cm deep,"Toronto, Ontario",,mass percent,point in time,12/31/16,12/31/16,23.12335104
Texture,Clay content at 15 cm deep,"Waterloo, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.8665309
Texture,Clay content at 15 cm deep,"Wellington, Ontario",,mass percent,point in time,12/31/16,12/31/16,19.38239207
Texture,Clay content at 15 cm deep,"York, Ontario",,mass percent,point in time,12/31/16,12/31/16,20.35062644
Texture,Clay content at 15 cm deep,"Kings, Prince Edward Island",,mass percent,point in time,12/31/16,12/31/16,12.39734486
Texture,Clay content at 15 cm deep,"Prince, Prince Edward Island",,mass percent,point in time,12/31/16,12/31/16,14.12423014
Texture,Clay content at 15 cm deep,"Queens, Prince Edward Island",,mass percent,point in time,12/31/16,12/31/16,13.3210372
Texture,Clay content at 15 cm deep,"Abitibi, Québec",,mass percent,point in time,12/31/16,12/31/16,13.59362765
Texture,Clay content at 15 cm deep,"Abitibi-Ouest, Québec",,mass percent,point in time,12/31/16,12/31/16,17.27317376
Texture,Clay content at 15 cm deep,"Acton, Québec",,mass percent,point in time,12/31/16,12/31/16,16.90967858
Texture,Clay content at 15 cm deep,"Antoine-Labelle, Québec",,mass percent,point in time,12/31/16,12/31/16,11.84694474
Texture,Clay content at 15 cm deep,"Argenteuil, Québec",,mass percent,point in time,12/31/16,12/31/16,9.903690369
Texture,Clay content at 15 cm deep,"Arthabaska, Québec",,mass percent,point in time,12/31/16,12/31/16,16.05980012
Texture,Clay content at 15 cm deep,"Asbestos, Québec",,mass percent,point in time,12/31/16,12/31/16,14.86514331
Texture,Clay content at 15 cm deep,"Avignon, Québec",,mass percent,point in time,12/31/16,12/31/16,16.54256776
Texture,Clay content at 15 cm deep,"Beauce-Sartigan, Québec",,mass percent,point in time,12/31/16,12/31/16,15.73565282
Texture,Clay content at 15 cm deep,"Beauharnois-Salaberry, Québec",,mass percent,point in time,12/31/16,12/31/16,24.81889764
Texture,Clay content at 15 cm deep,"Bécancour, Québec",,mass percent,point in time,12/31/16,12/31/16,16.03534902
Texture,Clay content at 15 cm deep,"Bellechasse, Québec",,mass percent,point in time,12/31/16,12/31/16,15.96151431
Texture,Clay content at 15 cm deep,"Bonaventure, Québec",,mass percent,point in time,12/31/16,12/31/16,15.24998303
Texture,Clay content at 15 cm deep,"Brome-Missisquoi, Québec",,mass percent,point in time,12/31/16,12/31/16,13.82009537
Texture,Clay content at 15 cm deep,"Champlain, Québec",,mass percent,point in time,12/31/16,12/31/16,24.04560926
Texture,Clay content at 15 cm deep,"Charlevoix, Québec",,mass percent,point in time,12/31/16,12/31/16,10.92104425
Texture,Clay content at 15 cm deep,"Charlevoix-Est, Québec",,mass percent,point in time,12/31/16,12/31/16,11.75775563
Texture,Clay content at 15 cm deep,"Coaticook, Québec",,mass percent,point in time,12/31/16,12/31/16,13.7610598
Texture,Clay content at 15 cm deep,"Communauté-Urbaine-de-l'Outaouais, Québec",,mass percent,point in time,12/31/16,12/31/16,20.75768645
Texture,Clay content at 15 cm deep,"Communauté-Urbaine-de-Montréal, Québec",,mass percent,point in time,12/31/16,12/31/16,24.3777933
Texture,Clay content at 15 cm deep,"Communauté-Urbaine-de-Québec, Québec",,mass percent,point in time,12/31/16,12/31/16,15.67185762
Texture,Clay content at 15 cm deep,"D'Autray, Québec",,mass percent,point in time,12/31/16,12/31/16,14.54668764
Texture,Clay content at 15 cm deep,"Desjardins, Québec",,mass percent,point in time,12/31/16,12/31/16,17.80690738
Texture,Clay content at 15 cm deep,"Deux-Montagnes, Québec",,mass percent,point in time,12/31/16,12/31/16,19.92592593
Texture,Clay content at 15 cm deep,"Drummond, Québec",,mass percent,point in time,12/31/16,12/31/16,17.10996877
Texture,Clay content at 15 cm deep,"Francheville, Québec",,mass percent,point in time,12/31/16,12/31/16,14.29688202
Texture,Clay content at 15 cm deep,"Joliette, Québec",,mass percent,point in time,12/31/16,12/31/16,17.08268102
Texture,Clay content at 15 cm deep,"Kamouraska, Québec",,mass percent,point in time,12/31/16,12/31/16,15.78195218
Texture,Clay content at 15 cm deep,"L'Amiante, Québec",,mass percent,point in time,12/31/16,12/31/16,15.09320063
Texture,Clay content at 15 cm deep,"L'Assomption, Québec",,mass percent,point in time,12/31/16,12/31/16,20.72707424
Texture,Clay content at 15 cm deep,"L'Érable, Québec",,mass percent,point in time,12/31/16,12/31/16,15.59780376
Texture,Clay content at 15 cm deep,"L'Île-d'Orléans, Québec",,mass percent,point in time,12/31/16,12/31/16,16.03926568
Texture,Clay content at 15 cm deep,"L'Islet, Québec",,mass percent,point in time,12/31/16,12/31/16,15.35700121
Texture,Clay content at 15 cm deep,"La Côte-de-Beaupré, Québec",,mass percent,point in time,12/31/16,12/31/16,10.04336221
Texture,Clay content at 15 cm deep,"La Côte-de-Gaspé, Québec",,mass percent,point in time,12/31/16,12/31/16,13.72837851
Texture,Clay content at 15 cm deep,"La Haute-Côte-Nord, Québec",,mass percent,point in time,12/31/16,12/31/16,10.74893506
Texture,Clay content at 15 cm deep,"La Haute-Gaspésie, Québec",,mass percent,point in time,12/31/16,12/31/16,12.67741562
Texture,Clay content at 15 cm deep,"La Haute-Yamaska, Québec",,mass percent,point in time,12/31/16,12/31/16,15.21143414
Texture,Clay content at 15 cm deep,"La Jacques-Cartier, Québec",,mass percent,point in time,12/31/16,12/31/16,10.03852051
Texture,Clay content at 15 cm deep,"La Matapédia, Québec",,mass percent,point in time,12/31/16,12/31/16,16.0188276
Texture,Clay content at 15 cm deep,"La Mitis, Québec",,mass percent,point in time,12/31/16,12/31/16,15.9497389
